Admin,Latitude,Longitude,Area,Medic,Ward,Beds,Urban,Population,Essential,Reproductive,Nhos,Ndocs,OpenYear,OpenMonth,OpenDay,CloseYear,CloseMonth,CloseDay,Date,Censored
3460000,35.8591074,128.6162644,400.14,1,,,1,424314,1,0,32,1002,1997,2,28,,,,9989,0
3460000,35.8209743,128.6397037,123.42,2,,,1,424314,0,0,32,1002,1997,3,3,,,,9986,0
3460000,35.8404386,128.7069886,169,1,,,1,424314,1,0,32,1002,1997,4,24,,,,9934,0
3450000,35.9434488,128.5641389,136.4,1,,,1,440263,1,1,36,1719,2002,12,26,,,,7862,0
3460000,35.8381678,128.6221995,243.7,1,,,1,424314,0,0,32,1002,2010,3,29,,,,5212,0
3460000,35.8353182,128.6221592,145,1,,,1,424314,1,1,32,1002,2010,3,23,,,,5218,0
3460000,35.8583111,128.6268583,276,1,3,3,1,424314,1,0,32,1002,2010,3,29,,,,5212,0
3460000,35.8363476,128.7094709,356.72,1,,,1,424314,1,1,32,1002,2015,8,13,,,,3249,0
3460000,35.8495587,128.6156714,431.72,8,,,1,424314,1,1,32,1002,2015,9,1,,,,3230,0
3460000,35.8729796,128.6390855,434,13,7,19,1,424314,1,0,32,1002,2015,9,3,,,,3228,0
3460000,35.8610448,128.6260068,581.68,1,,,1,424314,1,0,32,1002,2015,9,17,,,,3214,0
3460000,35.840548,128.7066058,208.07,1,,,1,424314,0,0,32,1002,2015,11,13,,,,3157,0
3460000,35.8622986,128.6289701,69.8,2,,,1,424314,1,0,32,1002,2016,1,5,,,,3104,0
3460000,35.8248828,128.6105235,133.2,1,,,1,424314,1,1,32,1002,2016,2,16,,,,3062,0
3460000,35.8369176,128.7160247,281,2,,,1,424314,1,1,32,1002,2016,2,15,,,,3063,0
3460000,35.8384647,128.7130465,226.84,2,,,1,424314,1,0,32,1002,2016,2,22,,,,3056,0
3460000,35.8626915,128.6161169,140,2,,,1,424314,0,0,32,1002,2010,6,28,,,,5121,0
3460000,35.8523162,128.6352701,274.3,2,1,3,1,424314,1,1,32,1002,2016,10,5,,,,2830,0
3460000,35.8550692,128.610937,439,2,,,1,424314,1,0,32,1002,2016,10,10,,,,2825,0
3460000,35.8401223,128.7077233,238,3,,,1,424314,1,1,32,1002,2010,11,25,,,,4971,0
3460000,35.8550692,128.610937,191,3,,,1,424314,1,0,32,1002,2010,12,24,,,,4942,0
3460000,35.8597299,128.6276212,231.7,1,,,1,424314,1,0,32,1002,2016,2,24,,,,3054,0
3460000,35.863321,128.6212463,351.9,2,,,1,424314,1,0,32,1002,2016,2,22,,,,3056,0
3460000,35.8248828,128.6105235,239.2,1,,,1,424314,1,1,32,1002,2016,2,26,,,,3052,0
3460000,35.8248828,128.6105235,100,1,,,1,424314,1,1,32,1002,2016,4,4,,,,3014,0
3460000,35.8583271,128.6439965,255.5,2,,,1,424314,1,1,32,1002,2011,3,28,,,,4848,0
3460000,35.8582063,128.6251928,286.06,4,4,4,1,424314,1,0,32,1002,2009,6,19,,,,5495,0
3460000,35.8208242,128.6399786,260,1,,,1,424314,1,1,32,1002,2011,5,31,,,,4784,0
3460000,35.8597299,128.6276212,135,3,,,1,424314,0,0,32,1002,2017,2,27,,,,2685,0
3460000,35.8597369,128.6245508,171.4,1,,,1,424314,0,0,32,1002,2012,7,20,,,,4368,0
3460000,35.8398552,128.7083507,168,1,1,1,1,424314,1,1,32,1002,2011,12,12,,,,4589,0
3460000,35.8211132,128.6119151,349,1,,,1,424314,0,0,32,1002,2011,8,11,,,,4712,0
3460000,35.8214812,128.6387985,223,1,,,1,424314,1,1,32,1002,2011,8,25,,,,4698,0
3460000,35.821245,128.6392921,240,1,,,1,424314,1,0,32,1002,1998,12,21,,,,9328,0
3460000,35.8315097,128.6228801,779.17,1,6,14,1,424314,0,0,32,1002,2011,9,27,,,,4665,0
3460000,35.8391724,128.7113638,109.08,1,2,2,1,424314,1,0,32,1002,2011,9,29,,,,4663,0
3460000,35.840271,128.7073538,232,2,,,1,424314,1,0,32,1002,2012,9,27,,,,4299,0
3460000,35.8598797,128.6249125,500.6,7,,,1,424314,0,0,32,1002,2009,5,21,,,,5524,0
3460000,35.8599469,128.6252872,239.16,1,,,1,424314,0,0,32,1002,2005,12,1,,,,6791,0
3460000,35.8597369,128.6245508,334,1,,,1,424314,0,0,32,1002,2006,3,21,,,,6681,0
3460000,35.8202217,128.6409924,244.7,1,,,1,424314,0,0,32,1002,2013,4,18,,,,4096,0
3460000,35.858637,128.6378083,80.5,1,,,1,424314,0,0,32,1002,1997,1,28,,,,10020,0
3460000,35.8401223,128.7077233,240.85,2,,,1,424314,1,1,32,1002,2014,1,28,,,,3811,0
3460000,35.8389809,128.6299148,221.99,1,,,1,424314,1,0,32,1002,2006,7,10,,,,6570,0
3460000,35.849245,128.654718,148.8,1,,,1,424314,1,1,32,1002,2006,8,21,,,,6528,0
3460000,35.838817,128.62873,183.4,1,,,1,424314,1,1,32,1002,2006,9,27,,,,6491,0
3460000,35.8550692,128.610937,440,2,,,1,424314,1,0,32,1002,2007,5,22,,,,6254,0
3460000,35.8591602,128.6353029,197,1,,,1,424314,0,0,32,1002,2007,6,20,,,,6225,0
3460000,35.8583111,128.6268583,590,2,,,1,424314,0,0,32,1002,2014,4,7,,,,3742,0
3460000,35.820688,128.6402078,171.7,1,,,1,424314,0,0,32,1002,2007,3,21,,,,6316,0
3450000,35.9004425,128.5968441,255,1,,,1,440263,1,1,36,1719,2003,8,20,,,,7625,0
3460000,35.8758035,128.6457018,196.09,1,,,1,424314,1,1,32,1002,2015,5,29,,,,3325,0
3460000,35.8389589,128.6298024,197.41,1,,,1,424314,1,0,32,1002,2015,6,2,,,,3321,0
3460000,35.8548821,128.6115221,163.2,1,,,1,424314,1,1,32,1002,2015,7,6,,,,3287,0
3460000,35.8582063,128.6251928,272.03,1,,,1,424314,1,0,32,1002,2016,4,26,,,,2992,0
3460000,35.8626915,128.6161169,184.49,1,,,1,424314,1,1,32,1002,2016,5,27,,,,2961,0
3460000,35.8597299,128.6276212,252.9,3,,,1,424314,0,0,32,1002,2016,6,16,,,,2941,0
3460000,35.8597299,128.6276212,672.8,9,1,3,1,424314,0,0,32,1002,2016,8,9,,,,2887,0
3460000,35.8209743,128.6397037,90,1,,,1,424314,0,0,32,1002,2016,9,21,,,,2844,0
3460000,35.8592411,128.6218513,220.05,1,,,1,424314,0,0,32,1002,2016,11,10,,,,2794,0
3460000,35.8436869,128.696277,689,6,,,1,424314,1,1,32,1002,2016,11,9,,,,2795,0
3460000,35.8523439,128.6134023,403.7,12,,,1,424314,1,1,32,1002,2016,12,28,,,,2746,0
3460000,35.8582063,128.6251928,631.1,3,2,5,1,424314,1,0,32,1002,2011,12,22,,,,4579,0
3460000,35.821245,128.6392921,215,1,,,1,424314,0,0,32,1002,2017,2,27,,,,2685,0
3460000,35.8676157,128.6179822,246.5,1,,,1,424314,1,1,32,1002,2017,2,22,,,,2690,0
3460000,35.848749,128.6244317,261.96,1,,,1,424314,1,0,32,1002,2017,2,28,,,,2684,0
3460000,35.8201532,128.6411074,341,2,,,1,424314,1,1,32,1002,2013,2,13,,,,4160,0
3460000,35.8147442,128.6169105,130,1,,,1,424314,1,1,32,1002,2013,3,7,,,,4138,0
3460000,35.8552001,128.6191641,402.18,8,,,1,424314,1,0,32,1002,2013,8,21,,,,3971,0
3460000,35.8388265,128.6288455,345,1,,,1,424314,0,0,32,1002,2013,10,14,,,,3917,0
3460000,35.8552885,128.65911,93.8,1,,,1,424314,1,1,32,1002,2007,3,27,,,,6310,0
3460000,35.8388103,128.6285738,144,1,,,1,424314,0,0,32,1002,2007,4,2,,,,6304,0
3460000,35.8676157,128.6179822,256.3,1,,,1,424314,1,1,32,1002,2007,4,26,,,,6280,0
3460000,35.8550692,128.610937,298.9,1,,,1,424314,0,0,32,1002,2014,2,28,,,,3780,0
3460000,35.8300131,128.6158253,779.76,7,6,12,1,424314,1,1,32,1002,2014,12,15,,,,3490,0
3460000,35.8550692,128.610937,714.39,6,7,13,1,424314,0,0,32,1002,2007,10,29,,,,6094,0
3460000,35.8586325,128.6374063,381.37,2,,,1,424314,0,0,32,1002,2007,12,5,,,,6057,0
3460000,35.8550692,128.610937,140,1,,,1,424314,0,0,32,1002,2007,12,28,,,,6034,0
3460000,35.8405096,128.7067997,162.2,1,,,1,424314,0,0,32,1002,2000,1,11,,,,8942,0
3460000,35.8218646,128.6394973,101.8,1,,,1,424314,0,0,32,1002,2000,2,22,,,,8900,0
3460000,35.8420051,128.69589,193.4,1,,,1,424314,1,1,32,1002,2017,3,30,,,,2654,0
3460000,35.8708399,128.6336484,315.22,1,,,1,424314,0,0,32,1002,2017,6,14,,,,2578,0
3460000,35.84316,128.6121467,1184.49,9,,,1,424314,0,0,32,1002,2017,6,22,,,,2570,0
3460000,35.8388265,128.6288455,168.3,1,,,1,424314,1,1,32,1002,2017,8,31,,,,2500,0
3460000,35.8582063,128.6251928,333.83,3,,,1,424314,0,0,32,1002,2017,9,29,,,,2471,0
3460000,35.8585887,128.6365451,183.82,1,,,1,424314,1,0,32,1002,2014,2,10,,,,3798,0
3460000,35.8388103,128.6285738,469.26,4,5,10,1,424314,0,0,32,1002,2014,3,14,,,,3766,0
3460000,35.8582063,128.6251928,848.96,5,,,1,424314,0,0,32,1002,2014,5,30,,,,3689,0
3460000,35.8403894,128.6230017,280,3,,,1,424314,0,0,32,1002,2015,4,20,,,,3364,0
3460000,35.8583271,128.6439965,79,1,,,1,424314,1,1,32,1002,2011,1,27,,,,4908,0
3460000,35.8405328,128.6111014,93.62,1,,,1,424314,0,0,32,1002,1997,10,8,,,,9767,0
3460000,35.8385249,128.6958533,77.44,1,,,1,424314,1,1,32,1002,1997,12,5,,,,9709,0
3460000,35.8408161,128.7080904,130,1,,,1,424314,0,0,32,1002,1997,12,6,,,,9708,0
3460000,35.8363476,128.7094709,91.77,1,,,1,424314,1,0,32,1002,1997,12,29,,,,9685,0
3460000,35.8218646,128.6394973,82.6,1,,,1,424314,0,0,32,1002,1997,12,30,,,,9684,0
3460000,35.8351281,128.6200368,265.51,5,,,1,424314,0,0,32,1002,2015,1,2,,,,3472,0
3460000,35.8606598,128.6256371,249,1,,,1,424314,0,0,32,1002,2015,1,14,,,,3460,0
3460000,35.8413658,128.7248586,105.9,1,,,1,424314,1,0,32,1002,1998,4,14,,,,9579,0
3460000,35.8623855,128.6152222,130,1,,,1,424314,1,1,32,1002,1998,9,25,,,,9415,0
3460000,35.8400249,128.7069356,90.7,1,,,1,424314,1,0,32,1002,1998,10,29,,,,9381,0
3460000,35.8544617,128.6524153,161.03,3,,,1,424314,1,1,32,1002,1998,11,3,,,,9376,0
3460000,35.840841,128.7079166,164.74,1,,,1,424314,1,1,32,1002,1998,11,27,,,,9352,0
3460000,35.8596822,128.6353427,112.18,1,,,1,424314,1,0,32,1002,1999,1,20,,,,9298,0
3460000,35.8436869,128.696277,356,1,,,1,424314,0,0,32,1002,1999,1,27,,,,9291,0
3460000,35.8544395,128.6102694,109.02,1,,,1,424314,0,0,32,1002,1999,2,18,,,,9269,0
3460000,35.8250396,128.6331432,54.03,1,,,1,424314,1,0,32,1002,1999,2,25,,,,9262,0
3460000,35.8223264,128.6388046,92.3,2,,,1,424314,0,0,32,1002,1999,5,13,,,,9185,0
3460000,35.8506959,128.7086851,213.46,1,,,1,424314,1,0,32,1002,1999,7,5,,,,9132,0
3460000,35.8391724,128.7113638,273.51,1,,,1,424314,1,1,32,1002,1999,7,24,,,,9113,0
3460000,35.8506959,128.7086851,360.3,1,,,1,424314,0,0,32,1002,2001,2,19,,,,8537,0
3460000,35.8582063,128.6251928,259.97,6,1,2,1,424314,0,0,32,1002,1999,3,2,,,,9257,0
3460000,35.8388762,128.6276841,329.49,1,,,1,424314,1,0,32,1002,2009,2,23,,,,5611,0
3460000,35.8387586,128.6292847,280,1,,,1,424314,0,0,32,1002,2010,4,1,,,,5209,0
3460000,35.871867,128.635104,224.29,1,,,1,424314,1,1,32,1002,2015,5,13,,,,3341,0
3460000,35.8363476,128.7094709,598.78,1,,,1,424314,0,0,32,1002,1999,11,23,,,,8991,0
3460000,35.821414,128.6316012,129.59,1,,,1,424314,0,0,32,1002,1999,12,7,,,,8977,0
3460000,35.8364669,128.7160249,139.28,1,,,1,424314,1,0,32,1002,1999,12,15,,,,8969,0
3460000,35.8400249,128.7069356,242.54,2,4,8,1,424314,0,0,32,1002,2000,5,30,,,,8802,0
3460000,35.8214812,128.6387985,239.7,1,,,1,424314,1,1,32,1002,2000,6,27,,,,8774,0
3460000,35.8224987,128.6280844,180,1,,,1,424314,1,0,32,1002,2000,7,15,,,,8756,0
3460000,35.8384647,128.7130465,235.4,2,,,1,424314,1,1,32,1002,2000,9,7,,,,8702,0
3460000,35.8594115,128.6426216,496,6,,,1,424314,1,0,32,1002,2000,10,4,,,,8675,0
3460000,35.8552001,128.6191641,564.76,2,,,1,424314,0,0,32,1002,2000,10,23,,,,8656,0
3460000,35.8349717,128.6113301,115.65,1,,,1,424314,1,0,32,1002,2000,12,26,,,,8592,0
3460000,35.8409351,128.6148839,636.94,3,,,1,424314,0,0,32,1002,2008,1,28,,,,6003,0
3460000,35.8393754,128.6251985,612.69,2,2,2,1,424314,0,0,32,1002,2008,4,3,,,,5937,0
3460000,35.8583271,128.6439965,166,1,,,1,424314,0,0,32,1002,2008,4,7,,,,5933,0
3460000,35.8550692,128.610937,196.7,1,,,1,424314,1,1,32,1002,2008,5,23,,,,5887,0
3460000,35.8626915,128.6161169,883.48,2,,,1,424314,0,0,32,1002,2008,7,7,,,,5842,0
3440000,35.8387436,128.5774797,288.97,2,,,1,146632,1,0,19,3958,2006,2,28,,,,6702,0
3470000,35.8549136,128.5051978,437.31,1,,,1,558631,1,1,56,4424,1997,11,17,,,,9727,0
3470000,35.8567896,128.4995486,55,1,,,1,558631,1,0,56,4424,1997,12,23,,,,9691,0
3420000,35.9072322,128.6359597,695.53,2,9,29,1,341920,1,1,21,1304,1999,4,29,,,,9199,0
3420000,35.880855,128.6660217,266.3,1,,,1,341920,1,1,21,1304,1999,6,7,,,,9160,0
3420000,35.8682306,128.6185061,138.8,1,,,1,341920,1,1,21,1304,1999,6,8,,,,9159,0
3420000,35.8825219,128.6422883,198,1,,,1,341920,1,0,21,1304,2000,8,7,,,,8733,0
3420000,35.8802037,128.6428029,200.2,2,,,1,341920,1,1,21,1304,2000,12,15,,,,8603,0
3420000,35.8664589,128.7181051,469.61,2,6,15,1,341920,1,1,21,1304,2001,5,22,,,,8445,0
3420000,35.8745321,128.6184581,203.58,2,,,1,341920,0,0,21,1304,2003,9,24,,,,7590,0
3420000,35.8827213,128.6207005,141.16,1,,,1,341920,1,1,21,1304,2003,9,25,,,,7589,0
3420000,35.8665836,128.7250927,117.06,1,,,1,341920,1,1,21,1304,2003,10,7,,,,7577,0
3420000,35.8700819,128.7029985,142.66,1,,,1,341920,1,1,21,1304,2004,3,29,,,,7403,0
3420000,35.8827771,128.6229538,454.22,1,4,7,1,341920,1,1,21,1304,2004,5,11,,,,7360,0
3420000,35.8853082,128.6326047,141.6,3,,,1,341920,1,1,21,1304,2004,5,31,,,,7340,0
3420000,35.8945177,128.6706173,122.73,1,,,1,341920,0,0,21,1304,2004,7,15,,,,7295,0
3420000,35.8854001,128.6325521,95.2,1,,,1,341920,1,1,21,1304,2005,9,8,,,,6875,0
3420000,35.8717539,128.7023605,83.26,1,,,1,341920,1,1,21,1304,2005,10,4,,,,6849,0
3420000,35.8679986,128.7243808,158.7,1,,,1,341920,1,1,21,1304,2006,5,9,,,,6632,0
3420000,35.8814853,128.6649396,261.71,1,,,1,341920,1,1,21,1304,2007,1,24,,,,6372,0
3420000,35.8673456,128.7141209,226,1,,,1,341920,1,1,21,1304,2007,10,1,,,,6122,0
3420000,35.9110136,128.6369581,257.6,1,,,1,341920,1,0,21,1304,2007,11,9,,,,6083,0
3420000,35.8679986,128.7243808,203.5,1,,,1,341920,1,1,21,1304,2007,12,5,,,,6057,0
3420000,35.8944886,128.6376635,203,1,,,1,341920,1,1,21,1304,2007,12,10,,,,6052,0
3420000,35.8827213,128.6207005,199.68,1,,,1,341920,0,0,21,1304,2018,2,8,,,,2339,0
3420000,35.8723725,128.6262712,186.42,1,,,1,341920,1,1,21,1304,2018,3,26,,,,2293,0
3480000,35.858287,128.4643471,298.98,2,,,1,259339,0,0,17,362,2015,11,30,,,,3140,0
3430000,35.8616784,128.5513464,175,1,,,1,170700,0,0,20,932,2012,10,31,,,,4265,0
3430000,35.8709807,128.5593178,142,1,1,1,1,170700,0,0,20,932,2012,12,3,,,,4232,0
3430000,35.8627926,128.5499586,226,1,,,1,170700,1,1,20,932,2013,2,20,,,,4153,0
3430000,35.8627926,128.5499586,220,1,,,1,170700,1,1,20,932,2013,5,29,,,,4055,0
3430000,35.8623857,128.5558995,786,1,7,19,1,170700,1,1,20,932,1998,4,13,,,,9580,0
3430000,35.87559,128.5635028,360,1,,,1,170700,1,0,20,932,2017,11,3,,,,2436,0
3480000,35.8096484,128.5122655,247.5,1,,,1,259339,1,1,17,362,2015,12,15,,,,3125,0
3480000,35.7809294,128.4407503,134.48,1,,,1,259339,1,1,17,362,2016,3,2,,,,3047,0
3460000,35.8480967,128.6243907,137.28,4,,,1,424314,0,0,32,1002,1996,12,13,,,,10066,0
3480000,35.8577506,128.4649213,213.05,1,,,1,259339,1,1,17,362,2013,4,22,,,,4092,0
3480000,35.8587779,128.464054,628,1,7,21,1,259339,1,1,17,362,2013,5,13,,,,4071,0
3480000,35.8583783,128.4655746,191.74,2,,,1,259339,1,0,17,362,2015,2,26,,,,3417,0
3480000,35.789125,128.4629773,216.96,1,,,1,259339,1,1,17,362,2013,10,22,,,,3909,0
3480000,35.6909982,128.4521,152.9,1,,,1,259339,1,1,17,362,2014,2,3,,,,3805,0
3480000,35.6932179,128.4586295,179,1,,,1,259339,1,1,17,362,2017,4,14,,,,2639,0
3480000,35.6932179,128.4586295,149.74,1,,,1,259339,0,0,17,362,2017,4,24,,,,2629,0
3420000,35.8700504,128.6918868,210.94,1,,,1,341920,0,0,21,1304,2012,11,29,,,,4236,0
3420000,35.8824582,128.6197286,183.3,1,,,1,341920,0,0,21,1304,2014,10,1,,,,3565,0
3420000,35.912059,128.6405642,337,1,,,1,341920,1,1,21,1304,2013,5,31,,,,4053,0
3420000,35.8814853,128.6649396,261,1,,,1,341920,1,1,21,1304,2013,6,7,,,,4046,0
3420000,35.870379,128.6916406,245,2,,,1,341920,1,1,21,1304,2013,7,5,,,,4018,0
3420000,35.8762727,128.6267742,914.16,10,,,1,341920,1,1,21,1304,2014,11,17,,,,3518,0
3420000,35.8783853,128.732141,179.52,2,,,1,341920,1,1,21,1304,2015,4,27,,,,3357,0
3420000,35.8723978,128.7109875,680.1,2,,,1,341920,1,1,21,1304,2004,1,20,,,,7472,0
3420000,35.866148,128.7176142,170,2,,,1,341920,1,1,21,1304,2004,3,15,,,,7417,0
3420000,35.8643408,128.7215026,145.37,1,,,1,341920,1,1,21,1304,2017,2,13,,,,2699,0
3420000,35.8683933,128.6160797,127,1,,,1,341920,1,1,21,1304,2015,5,1,,,,3353,0
3420000,35.8700504,128.6918868,559.77,18,,,1,341920,1,1,21,1304,2015,8,3,,,,3259,0
3420000,35.8780456,128.7143611,782.4,1,11,23,1,341920,1,1,21,1304,2015,8,28,,,,3234,0
3420000,35.8823806,128.619604,69.3,1,,,1,341920,0,0,21,1304,2015,9,3,,,,3228,0
3420000,35.8787417,128.7148488,241.6,2,,,1,341920,1,1,21,1304,2015,11,18,,,,3152,0
3420000,35.8979396,128.6514981,152.2,1,,,1,341920,1,0,21,1304,2004,9,14,,,,7234,0
3420000,35.871372,128.6291572,167.93,1,,,1,341920,1,1,21,1304,2004,11,16,,,,7171,0
3420000,35.8850097,128.6323629,250,1,1,1,1,341920,1,1,21,1304,2004,11,17,,,,7170,0
3420000,35.8702745,128.7017765,148.68,1,,,1,341920,0,0,21,1304,2004,12,15,,,,7142,0
3420000,35.8680909,128.724646,417.52,5,,,1,341920,1,0,21,1304,2005,1,21,,,,7105,0
3420000,35.8745269,128.7492904,138.33,1,,,1,341920,1,1,21,1304,2016,7,11,,,,2916,0
3420000,35.8774772,128.6396714,225.74,1,,,1,341920,1,1,21,1304,2016,8,19,,,,2877,0
3470000,35.8379394,128.5568855,788.7,4,12,17,1,558631,1,0,56,4424,2001,2,17,,,,8539,0
3420000,35.8876437,128.6401454,537.5,2,4,10,1,341920,1,0,21,1304,2017,11,14,,,,2425,0
3420000,35.8692234,128.6270922,315,1,,,1,341920,0,0,21,1304,2014,1,16,,,,3823,0
3420000,35.8700504,128.6918868,654.53,1,7,9,1,341920,1,0,21,1304,2018,1,2,,,,2376,0
3420000,35.9220862,128.6405391,179.03,1,,,1,341920,0,0,21,1304,2018,2,1,,,,2346,0
3420000,35.8816906,128.6184648,656,1,1,2,1,341920,0,0,21,1304,2006,1,4,,,,6757,0
3420000,35.8820708,128.6202395,746.78,1,7,29,1,341920,1,0,21,1304,2006,1,25,,,,6736,0
3470000,35.8536307,128.4993949,121.99,1,,,1,558631,1,0,56,4424,2001,6,19,,,,8417,0
3470000,35.8236483,128.5460132,281.8,1,,,1,558631,0,0,56,4424,2001,6,26,,,,8410,0
3470000,35.8329425,128.5342069,61,1,,,1,558631,1,1,56,4424,2001,8,10,,,,8365,0
3470000,35.827,128.5532756,214,1,,,1,558631,1,0,56,4424,2001,8,11,,,,8364,0
3470000,35.8489532,128.5337426,106,1,,,1,558631,0,0,56,4424,2001,8,25,,,,8350,0
3470000,35.816096,128.5312051,674.76,5,,,1,558631,1,1,56,4424,2003,1,13,,,,7844,0
3470000,35.8328729,128.5541176,246,1,,,1,558631,0,0,56,4424,2003,1,20,,,,7837,0
3470000,35.8070225,128.5180704,108,1,,,1,558631,1,0,56,4424,2001,9,15,,,,8329,0
3470000,35.8437526,128.5337288,229,1,,,1,558631,1,0,56,4424,2003,4,23,,,,7744,0
3470000,35.8538431,128.5458644,170,1,,,1,558631,1,0,56,4424,2003,4,26,,,,7741,0
3470000,35.8184753,128.539842,196,1,,,1,558631,0,0,56,4424,2011,2,7,,,,4897,0
3480000,35.8038282,128.6235001,773.24,2,,,0,259339,1,1,17,362,2013,5,31,,,,4053,0
3480000,35.6559232,128.4163066,249,2,,,0,259339,1,1,17,362,2017,6,5,,,,2587,0
3480000,35.8738704,128.4974967,127.3,1,,,1,259339,1,1,17,362,2015,5,8,,,,3346,0
3480000,35.8738704,128.4974967,255,1,,,1,259339,1,1,17,362,2015,5,8,,,,3346,0
3480000,35.7290632,128.4451048,264.4,1,,,1,259339,1,1,17,362,2015,7,6,,,,3287,0
3480000,35.6931017,128.4567712,330.57,1,,,1,259339,0,0,17,362,2018,1,3,,,,2375,0
3480000,35.693214,128.4596876,181,1,,,1,259339,0,0,17,362,2018,1,26,,,,2352,0
3480000,35.6934908,128.4607855,442,1,,,1,259339,0,0,17,362,2018,1,24,,,,2354,0
3420000,35.8636632,128.6945693,438,2,,,1,341920,1,1,21,1304,2013,8,28,,,,3964,0
3420000,35.8755413,128.6685019,196.18,1,,,1,341920,1,1,21,1304,2016,5,30,,,,2958,0
3420000,35.8762727,128.6267742,136.12,1,,,1,341920,0,0,21,1304,2016,6,8,,,,2949,0
3420000,35.8730541,128.7136131,616.9,2,6,18,1,341920,1,1,21,1304,2016,9,20,,,,2845,0
3420000,35.8808653,128.6661629,249.71,1,,,1,341920,1,1,21,1304,2016,9,21,,,,2844,0
3420000,35.8781987,128.6094548,331.2,1,,,1,341920,0,0,21,1304,2016,10,4,,,,2831,0
3420000,35.8864621,128.6323099,363,2,,,1,341920,1,1,21,1304,2016,11,30,,,,2774,0
3420000,35.8808565,128.6119053,243,2,,,1,341920,1,1,21,1304,2017,1,26,,,,2717,0
3420000,35.8682989,128.723551,372.2,1,,,1,341920,1,0,21,1304,2017,2,16,,,,2696,0
3420000,35.8857486,128.6358268,168.4,1,,,1,341920,1,1,21,1304,2017,3,7,,,,2677,0
3420000,35.8792153,128.6728516,1104.28,2,7,7,1,341920,1,1,21,1304,2006,2,4,,,,6726,0
3420000,35.8818172,128.6191355,373.67,3,,,1,341920,0,0,21,1304,2017,4,3,,,,2650,0
3420000,35.8733538,128.6385384,453.82,1,,,1,341920,1,0,21,1304,2017,4,25,,,,2628,0
3420000,35.8762727,128.6267742,454.39,3,,,1,341920,1,0,21,1304,2017,5,15,,,,2608,0
3420000,35.8796124,128.6110117,319.6,1,,,1,341920,1,1,21,1304,2017,5,25,,,,2598,0
3420000,35.8672715,128.6262021,255.06,1,,,1,341920,0,0,21,1304,2017,6,8,,,,2584,0
3420000,35.8752059,128.6681801,98.84,1,,,1,341920,1,1,21,1304,2007,2,26,,,,6339,0
3420000,35.9102258,128.6404721,173.37,1,,,1,341920,1,0,21,1304,2007,5,11,,,,6265,0
3420000,35.8810863,128.6658464,796.69,1,7,23,1,341920,1,1,21,1304,2007,7,27,,,,6188,0
3420000,35.8699298,128.7068483,191.01,1,,,1,341920,1,1,21,1304,2007,8,31,,,,6153,0
3420000,35.8832698,128.6228892,741.91,3,,,1,341920,0,0,21,1304,2008,1,28,,,,6003,0
3420000,35.8853082,128.6326047,168.14,1,,,1,341920,0,0,21,1304,2008,4,3,,,,5937,0
3480000,35.8035519,128.4993438,125.41,1,,,1,259339,1,1,17,362,2017,6,29,,,,2563,0
3480000,35.8657768,128.457821,198,1,,,1,259339,1,1,17,362,2015,11,10,,,,3160,0
3480000,35.6932169,128.4590368,254.54,1,,,1,259339,1,0,17,362,2015,11,19,,,,3151,0
3480000,35.6949654,128.4420678,277,1,,,1,259339,1,1,17,362,2005,4,21,,,,7015,0
3420000,35.8810863,128.6658464,194,1,,,1,341920,1,0,21,1304,2008,4,4,,,,5936,0
3420000,35.880855,128.6660217,275.12,1,,,1,341920,1,1,21,1304,2008,4,7,,,,5933,0
3430000,35.8652517,128.564198,393,1,,,1,170700,1,1,20,932,1995,6,29,,,,10599,0
3430000,35.8645671,128.5564027,159.4,2,,,1,170700,0,0,20,932,1998,3,20,,,,9604,0
3430000,35.8822439,128.5806188,192.4,2,,,1,170700,1,1,20,932,1998,3,23,,,,9601,0
3480000,35.7824619,128.4415688,990.51,8,,,1,259339,1,1,17,362,2016,3,7,,,,3042,0
3480000,35.6932179,128.4586295,460.1,3,,,1,259339,0,0,17,362,2018,3,15,,,,2304,0
3480000,35.8098586,128.5127121,185,1,,,1,259339,1,1,17,362,2008,8,18,,,,5800,0
3480000,35.7293201,128.4443212,166,1,,,1,259339,1,1,17,362,2005,9,16,,,,6867,0
3480000,35.8037181,128.4980554,231,1,,,1,259339,1,1,17,362,2006,2,28,,,,6702,0
3480000,35.7984535,128.4960572,287.7,2,,,1,259339,1,1,17,362,2006,11,27,,,,6430,0
3480000,35.7984535,128.4960572,123.63,1,,,1,259339,1,1,17,362,2003,7,11,,,,7665,0
3480000,35.8575378,128.4666097,130,1,,,1,259339,1,1,17,362,2008,2,21,,,,5979,0
3480000,35.8579645,128.4670888,108.71,1,,,1,259339,1,1,17,362,2008,2,25,,,,5975,0
3480000,35.8098586,128.5127121,246.65,3,,,1,259339,1,1,17,362,2008,11,10,,,,5716,0
3480000,35.8754068,128.4978729,143.9,1,,,1,259339,1,1,17,362,2008,12,11,,,,5685,0
3480000,35.8584627,128.4649023,144,1,,,1,259339,1,1,17,362,2009,4,22,,,,5553,0
3480000,35.8582402,128.4657388,284.93,1,,,1,259339,1,0,17,362,2009,4,24,,,,5551,0
3480000,35.8686908,128.4925526,166.2,1,,,1,259339,1,1,17,362,2010,4,22,,,,5188,0
3430000,35.8867551,128.5633407,75.8,1,,,1,170700,1,0,20,932,1998,2,18,,,,9634,0
